TGA;ZB;FRU;2019;9;27;186;Coco seco;Tela;Grande;Cien und (180 lb);1800;1800
TGA;ZB;FRU;2019;9;27;186;Coco seco;Tela;Mediano;Cien und (160 lb);1500;1500
TGA;ZB;FRU;2019;9;27;186;Coco seco;Tela;Pequeño;Cien und (140 lb);1000;1000
TGA;ZB;FRU;2019;9;27;186;Fresa;Guatemala;Grande;Libra;30;30
TGA;ZB;FRU;2019;9;27;186;Limón indio;Orocuina;Pequeño;Cien und (7 lb);60;70
TGA;ZB;FRU;2019;9;27;186;Limón Persa;Comayagua;Mediano;Cien und (20-25 lb);100;100
TGA;ZB;FRU;2019;9;27;186;Manzana Red Delicious, CAT 1;Washington/EEUU;Calibre 198;Caja de cartón (18 kg);950;950
TGA;ZB;FRU;2019;9;27;186;Manzana Red Delicious, CAT 1;Washington/EEUU;Calibre 113;Caja de cartón (18 kg);950;950
TGA;ZB;FRU;2019;9;27;186;Manzana Red Delicious, CAT 1;Washington/EEUU;Calibre 100;Caja de cartón (18 kg);950;950
TGA;ZB;FRU;2019;9;27;186;Manzana Red Delicious, CAT 1;Chile;Calibre 198;Caja de cartón (18 kg);900;900
TGA;ZB;FRU;2019;9;27;186;Manzana Red Delicious, CAT 1;Chile;Calibre 113;Caja de cartón (18 kg);930;930
TGA;ZB;FRU;2019;9;27;186;Manzana Red Delicious, CAT 1;Chile;Calibre 100;Caja de cartón (18 kg);900;900
TGA;ZB;FRU;2019;9;27;186;Maracuyá;Río Hondo;Mediano;Cien und (25 lb);300;300
TGA;ZB;FRU;2019;9;27;186;Maracuyá;Río Hondo;Pequeño;Cien und (20 lb);150;150
TGA;ZB;FRU;2019;9;27;186;Melón Cantaloupe tipo Harper;Guatemala;Grande;Cien und (600 lb);2500;2500
TGA;ZB;FRU;2019;9;27;186;Melón Cantaloupe tipo Harper;Guatemala;Mediano;Cien und (350 lb);2000;2000
TGA;ZB;FRU;2019;9;27;186;Melón Cantaloupe tipo Harper;Guatemala;Pequeño;Cien und (250 lb);1500;1500
TGA;ZB;FRU;2019;9;27;186;Mora;Guajiquiro;;Caja plástica (8.5 lb);240;240
TGA;ZB;FRU;2019;9;27;186;Mora;Guajiquiro;;Libra;30;40
TGA;ZB;FRU;2019;9;27;186;Nance ácido;Choluteca;Grande;Libra;15;15
TGA;ZB;FRU;2019;9;27;186;Naranja de jugo;Vallecillo;Mixto;Cien und (35-40 lb);120;140
TGA;ZB;FRU;2019;9;27;186;Naranja Piña;Sonaguera;Pequeño;Cien und (40-43 lb);150;160
TGA;ZB;FRU;2019;9;27;186;Papaya Maradol;Comayagua;Grande;Docena (96 lb);240;240
TGA;ZB;FRU;2019;9;27;186;Papaya Maradol;Comayagua;Mediano;Docena (72 lb);180;180
TGA;ZB;FRU;2019;9;27;186;Papaya Maradol;Comayagua;Pequeño;Docena (50-55 lb);120;120
TGA;ZB;FRU;2019;9;27;186;Piña Golden;Lago de Yojoa;Grande;Cien und (600 lb);3000;3000
TGA;ZB;FRU;2019;9;27;186;Piña Golden;Lago de Yojoa;Mediano;Cien und (400 lb);2500;2500
TGA;ZB;FRU;2019;9;27;186;Piña Golden;Lago de Yojoa;Pequeño;Cien und (250 lb);2000;2000
TGA;ZB;FRU;2019;9;27;186;Plátano maduro;Nicaragua;Mediano;Cien und (68 lb);540;600
TGA;ZB;FRU;2019;9;27;186;Plátano verde;Nicaragua;Mediano;Cien und (68-72 lb);540;600
TGA;ZB;FRU;2019;9;27;186;Rambután;Tela;Mediano;Cien und (4.5 lb);60;60
TGA;ZB;FRU;2019;9;27;186;Rambután;Tela;Mediano;Caja plástica (30-35 lb);180;200
TGA;ZB;FRU;2019;9;27;186;Sandía Mickey Lee;Colón;Extra Grande;Cien und (1,700-1,800 lb);5000;5000
TGA;ZB;FRU;2019;9;27;186;Sandía Mickey Lee;Colón;Grande;Cien und (1,400-1,500 lb);4000;4000
TGA;ZB;FRU;2019;9;27;186;Sandía Mickey Lee;Colón;Mediano;Cien und (1,000-1,100 lb);3000;3000
TGA;ZB;FRU;2019;9;27;186;Sandía Mickey Lee;Colón;Pequeño;Cien und (600-800 lb);2500;2500
TGA;ZB;FRU;2019;9;27;186;Sandía Mickey Lee;Catacamas;Extra Grande;Cien und (1,700-1,800 lb);5000;5000
TGA;ZB;FRU;2019;9;27;186;Sandía Mickey Lee;Catacamas;Grande;Cien und (1,400-1,500 lb);4000;4000
TGA;ZB;FRU;2019;9;27;186;Sandía Mickey Lee;Catacamas;Mediano;Cien und (1,000-1,100 lb);3000;3000
TGA;ZB;FRU;2019;9;27;186;Sandía Mickey Lee;Catacamas;Pequeño;Cien und (600-800 lb);2500;2500
TGA;ZB;FRU;2019;9;27;186;Tamarindo con cáscara;Choluteca;;Saco (85 lb);500;600
TGA;ZB;FRU;2019;9;27;186;Tamarindo con cáscara;Comayagua;;Saco (85 lb);500;600
TGA;ZB;FRU;2019;9;27;186;Uva Red Globe, CAT 1;California;Mediano;Caja Durapack (21 lb);900;900
TGA;LA;FRU;2019;4;1;64;Aguacate Hass;México;Grande;Caja plástica (6 kg);340;340
TGA;LA;FRU;2019;4;1;64;Aguacate Hass;México;Mediano;Caja plástica (6 kg);330;330
TGA;LA;FRU;2019;4;1;64;Aguacate Hass;México;Pequeño;Caja plástica (6 kg);320;320
TGA;LA;FRU;2019;4;1;64;Banano maduro;Guatemala;Mediano;Cien und (35 lb);80;80
TGA;LA;FRU;2019;4;1;64;Banano verde;Guatemala;Mediano;Cien und (35 lb);100;100
TGA;LA;FRU;2019;4;1;64;Carambola;Choluteca;Mediano;Cien und (8-12 lb);100;120
TGA;LA;FRU;2019;4;1;64;Coco con agua;Tela;Mediano;Cien und (450-500 lb);800;800
TGA;LA;FRU;2019;4;1;64;Coco seco;Tela;Mediano;Cien und (160 lb);1200;1200
TGA;LA;FRU;2019;4;1;64;Coco seco;Tela;Pequeño;Cien und (140 lb);1000;1000
TGA;LA;FRU;2019;4;1;64;Fresa;Guatemala;Mediano;Libra;35;35
TGA;LA;FRU;2019;4;1;64;Limón indio;Orocuina;Mediano;Cien und (10 lb);160;200
TGA;LA;FRU;2019;4;1;64;Limón indio;Orocuina;Pequeño;Cien und (7 lb);100;120
TGA;LA;FRU;2019;4;1;64;Limón Persa;Comayagua;Grande;Cien und (30-35 lb);400;400
TGA;LA;FRU;2019;4;1;64;Limón Persa;Comayagua;Mediano;Cien und (20-25 lb);300;350
TGA;LA;FRU;2019;4;1;64;Mango mechón verde;Choluteca;Mediano;Cien und (40 lb);100;100
TGA;LA;FRU;2019;4;1;64;Manzana Red Delicious, CAT 1;Washington/EEUU;Calibre 198;Unidad (0.25 lb);5;6
TGA;LA;FRU;2019;4;1;64;Manzana Red Delicious, CAT 1;Washington/EEUU;Calibre 100;Unidad (0.50 lb);10;10
TGA;LA;FRU;2019;4;1;64;Maracuyá;Danlí;Mediano;Cien und (25 lb);400;450
TGA;LA;FRU;2019;4;1;64;Maracuyá;Danlí;Pequeño;Cien und (20 lb);300;300
TGA;LA;FRU;2019;4;1;64;Melón Cantaloupe tipo Harper;Choluteca;Pequeño;Unidad (2.5 lb);10;10
TGA;LA;FRU;2019;4;1;64;Mora;Lepaterique;;Libra;20;20
TGA;LA;FRU;2019;4;1;64;Nance ácido;Choluteca;Grande;Libra;25;25
TGA;LA;FRU;2019;4;1;64;Papaya Maradol;Comayagua;Grande;Unidad (8 lb);30;30
TGA;LA;FRU;2019;4;1;64;Papaya Maradol;Comayagua;Mediano;Unidad (6 lb);20;20
TGA;LA;FRU;2019;4;1;64;Papaya Maradol;Comayagua;Pequeño;Unidad (4 lb);15;15
TGA;LA;FRU;2019;4;1;64;Piña Golden;Lago de Yojoa;Mediano;Unidad (4 lb);25;25
TGA;LA;FRU;2019;4;1;64;Piña Golden;Lago de Yojoa;Pequeño;Unidad (2.5 lb);20;20
TGA;LA;FRU;2019;4;1;64;Plátano maduro;Nicaragua;Mediano;Cien und (68 lb);500;520
TGA;LA;FRU;2019;4;1;64;Plátano verde;Nicaragua;Mediano;Cien und (68-72 lb);500;520
TGA;LA;FRU;2019;4;1;64;Sandía Mickey Lee;Choluteca;Grande;Unidad (14-15 lb);60;60
TGA;LA;FRU;2019;4;1;64;Sandía Mickey Lee;Choluteca;Mediano;Unidad (10-11 lb);50;50
TGA;LA;FRU;2019;4;1;64;Sandía Mickey Lee;Choluteca;Pequeño;Unidad (6-8 lb);40;40
TGA;LA;FRU;2019;4;1;64;Tamarindo con cáscara;Choluteca;;Bolsa plástica (1 lb);10;10
TGA;LA;FRU;2019;4;1;64;Tamarindo con cáscara;Choluteca;;Saco (85 lb);500;500
TGA;LA;FRU;2019;4;1;64;Tamarindo con cáscara;Choluteca;;Bolsa plástica (1.5 lb);20;20
TGA;LA;FRU;2019;4;1;64;Uva Red Globe, CAT 1;Chile;Mediano;Libra;50;50
TGA;LA;FRU;2019;4;2;65;Aguacate Hass;México;Grande;Caja plástica (6 kg);350;350
TGA;LA;FRU;2019;4;2;65;Aguacate Hass;México;Mediano;Caja plástica (6 kg);330;330
TGA;LA;FRU;2019;4;2;65;Aguacate Hass;México;Pequeño;Caja plástica (6 kg);320;320
TGA;LA;FRU;2019;4;2;65;Banano maduro;Guatemala;Mediano;Cien und (35 lb);80;80
TGA;LA;FRU;2019;4;2;65;Banano verde;Guatemala;Mediano;Cien und (35 lb);100;100
TGA;LA;FRU;2019;4;2;65;Carambola;Choluteca;Grande;Cien und (30 lb);200;200
TGA;LA;FRU;2019;4;2;65;Carambola;Choluteca;Mediano;Cien und (8-12 lb);100;120
TGA;LA;FRU;2019;4;2;65;Coco con agua;Tela;Mediano;Cien und (450-500 lb);800;1000
TGA;LA;FRU;2019;4;2;65;Coco seco;Tela;Mediano;Cien und (160 lb);1200;1200
TGA;LA;FRU;2019;4;2;65;Coco seco;Tela;Pequeño;Cien und (140 lb);1000;1000
TGA;LA;FRU;2019;4;2;65;Fresa;Guatemala;Mediano;Libra;35;35
